title_version,model_year,mileage,engine,transmission,fuel,price,inspection_score,description,data_source
Toyota Corolla Altis Grande CVT-i 1.8 2019,2019,14871.0,1800.0,Automatic,Petrol,7000000.0,9.5,"toyota corolla grande 1.8 cvt-i 2019 model very low mileage & immaculate car push start, digital climate control, cruise control, sunroof, traction control, android screen, multimedia steering, paddle shifters, retractable side view mirrors, front cam… mileage 14871 islamabad registered.",silver_predicted
Toyota Vitz F M Package 1.0 2019,2019,150000.0,996.0,Automatic,Petrol,4150000.0,9.7,bumper to bumper car home used car fresh car only serious buyer contact plz,silver_predicted
Toyota Corolla Fielder Hybrid G 2015,2015,147000.0,1500.0,Automatic,Hybrid,5000000.0,9.7,100% original .,silver_predicted
Toyota Raize Z 2020,2020,43000.0,1000.0,Automatic,Petrol,6350000.0,9.0,"toyota raize — z package (top of the line dual tone 360 camera model 2020 registered 2025 total mileage 43,000 km only 3,000 km driven in pakistan auction report available 100% original condition features (top of the line): dual tone exterior 1.0l turbocharged engine smart entry + push start 360° surround view camera bsm — blind spot monitoring adaptive cruise control lane keep assist pre-collision safety system digital climate control led headlamps with drls multi-functional steering controls digital speedometer cluster factory alloy rims traction control + stability control hill start assist condition: 100% original paint fresh and clean interior smooth and powerful turbo drive all sensors and safety systems working 100% mechanically perfect — buy and drive",silver_predicted
Toyota Corolla Altis Automatic 1.6 2011,2011,166600.0,1600.0,Automatic,Petrol,3329999.9999999995,9.0,after market alloy rims. 100% original . original return file is available . call/sms in office hours only. willing to exchange with another car. in showroom condition. new tires installed recently . original book is available as well.,silver_predicted
Toyota Vitz F 1.0 2007,2007,163000.0,1000.0,Automatic,Petrol,2100000.0,9.3,note !carefully complete read add toyota vitz 2007 model 12 import registred full option push start keyless entry alloy rimz android back camera 163k orignally millage biomatric on the spot must transfer very perfect smooth drive this car just buy and drive it all.ok just buy and drive and say thanks to allah almighty price is final please,silver_predicted
Toyota Corolla Altis X Automatic 1.6 2022,2022,29400.0,1598.0,Automatic,Petrol,5695000.0,8.9,corolla altis 1.6 automatic june 2022 silver colour mileage 29400km first owner spare wheel unused original documents available both keys available 100% genuine toyota clifton maintained vehicle used as second vehicle,silver_predicted
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2025,2025,5400.0,1800.0,Automatic,Petrol,8190000.000000001,9.7,total original 100%,silver_predicted
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,2022,24000.0,1800.0,Automatic,Petrol,6875000.0,9.3,just like aa new car total genuine paint bio on the spot after market new tyre installed golden number fully maintained through authorized dealership. TAG_EXCELLENT,silver_predicted
Toyota Pixis Epoch 2014,2014,200000.0,660.0,Manual,Petrol,1500000.0,9.3,total genuine except bumper lifetime token paid all original documents are complete tyre good condition TAG_EXCELLENT,silver_predicted
Toyota Raize G 2020,2020,70000.0,1000.0,Automatic,Petrol,5450000.0,9.7,toyota raize g package 2020 apple car play 4.5 grade,silver_predicted
Toyota Corolla GLi 1.3 VVTi 2013,2013,102000.0,1300.0,Manual,Petrol,3400000.0,9.6,"gli for sale total janion condition on my name bio on sport engil 10/10 tayr 70% all document clear army officer driven. . complete original file is availble . petrol driven, cng never installed . never got into accident. all token taxes are paid to date.",silver_predicted
Toyota Fortuner 2.7 VVTi 2015,2015,130000.0,2700.0,Automatic,Petrol,8000000.0,9.0,toyota fortuner 2.7 vvt-i model 2015 total genuine inside out fully original. feature:- abs am/fm radio air bags air conditioning alloy rims climate control cruise control dvd player front speakers keyless entry navigation system power locks power mirrors power steering power windows rear camera rear speakers steering switches usb and auxillary cable and much more 100% maintained by dealership. complete service history available. never got into accident. all taxes paid. call/sms only during office hours please. showroom address: laal motors lahore: 37-a block johar town. lahore. TAG_EXCELLENT,silver_predicted
Toyota Mark X 300G Premium 2005,2005,127000.0,3000.0,Automatic,Petrol,6000000.0,9.1,300 g premium 2005 2009 geniune in paint 2007 face lift complete powerful 2gr swaped with all big barkes and one year ago vsc and traction working no oil consumption electric suspension 555 number sindh registered paddle shifters lsd star light afs powerful engine japanese engine swaped 25k driven on the new setp 0 malfunction 18-inch athletes oem alloys teins suspension daiy driven orignal vertiga kit never abuse in city 7 to 8 avg on highways 13 a gift for mark x lovers,silver_predicted
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2025,2025,3500.0,1800.0,Automatic,Petrol,7975000.0,9.5,"fresh toyota corolla grande mileage 3600km new rim black interior model 2025 registered 2025 first owner, 100% b2b original exchange possible",silver_predicted
Toyota Camry Up-Spec Automatic 2.4 2007,2007,125000.0,2400.0,Automatic,Petrol,4500000.0,9.5,total orignal paint toyota service history,silver_predicted
Toyota Vitz F 1.0 2005,2005,200000.0,1000.0,Automatic,Petrol,1650000.0,8.7,"crane me halki se awaaz he baqi sab ap tasveer me dekh sakty hain accidental nahi he lightweight allow rims . original return file is available . petrol driven, cng never installed . non accidental. price is flexible. looking to sell the car urgently.",silver_predicted
Toyota Vitz F 1.0 2010,2010,200000.0,1000.0,Automatic,Petrol,2300000.0,8.9,"vitz 2010- 2014 registered metallic rose colour, android installed. family used car. chat,pillar, bonet genuine, sides touching. non accident 100% guaranteed. biometric available.",silver_predicted
Toyota Corolla Altis X Manual 1.6 2024,2024,30000.0,1600.0,Manual,Petrol,6450000.0,9.6,total orignal,silver_predicted
Toyota Prado TZ 4.0 2012,2012,100000.0,4000.0,Automatic,Petrol,17000000.0,9.5,prado tz 4.0 total genuine uplift into 2017 model 2012 7 seater without sunroof mileage 100k isb registered TAG_EXCELLENT,silver_predicted
Toyota Corolla Altis CVT-i 1.8 2015,2015,77497.0,1800.0,Automatic,Petrol,4000000.0,9.2,price is slightly negotiable 3 pices touchup . own 2 keys new tires installed recently. original book is available as well. original return file is available. totally driven on petrol. urgently need to sell the car. paint touchups in a few places note :: contact only whatsapp 7 pm -10 am,silver_predicted
Toyota Corolla 2006,2006,150000.0,1300.0,Automatic,Petrol,3000000.0,9.5,corolla x 1300cc model 2006 register 2012 mint condition 2-3 piece touch new rim tire only quetta price slightly negotiable TAG_GOOD,silver_predicted
Toyota Yaris Hatchback G 1.0 2020,2020,78968.0,996.0,Automatic,Petrol,4250000.0,9.3,toyota yaris g hatchback 1-owner car year: 2020/24 grade: 4. mileage: 78968 km color: perl white engine: 1000 cc 2- remote fuel type: petrol keyless entry | push start eco idling stop | lane assist genuine navigation system multimedia steering | auto lights rearview camera | front camera climate control | safety sense full genuine body excellent condition demand:::4250000,silver_predicted
Toyota Prado TX L Package 2.7 2020,2020,65000.0,2700.0,Automatic,Petrol,26200000.0,8.7,"fresh import total japan driven inspection 9.6/10 tx-l 7 seater black edition model year: 2020 import: 2025 grade: 4.5 color: black *sunroof, rear entertainment, black edition, leather seats,orignal navigation ,lane assist,adaptive cruise control,pre collision warning,total genuine* complete auction sheet available. lightweight allow rims . auction sheet avaialble. inside out fully original. recently imported. TAG_EXCELLENT",silver_predicted
Toyota Rush G A/T 2019,2019,65000.0,1500.0,Automatic,Petrol,5700000.0,9.1,toyota rush g 1.5 – for sale • engine: 1500cc – powerful & reliable • seating capacity: 7 seater – spacious & comfortable • condition: full original b2b (body to body) • suspension: 100% perfect • tyres: brand new with low-weight alloys • use: best choice for family and long drives • documents: all papers clear & complete,silver_predicted
Toyota Fortuner 2.8 Sigma 4 2019,2019,48000.0,2800.0,Automatic,Diesel,14000000.0,9.6,total orignal,silver_predicted
Toyota Vitz F 1.0 2018,2018,109800.0,996.0,Automatic,Petrol,3800000.0,8.8,"well-maintained family car. overall excellent condition. body has minor touchups; the rest is genuine. non-accidental frame. installed recently. tyres are fresh (manufacturing: 24th week of 2024), so no need to replace them anytime soon. 4.5 grade auction sheet excellent fuel average within the city. chilled ac, power windows, retractable mirrors. complete original file and smart card available. token tax paid up to date. biometric available on the spot. 2 keys available price is slightly negotiable for serious buyers on the spot. please no foolish offers. TAG_GOOD",silver_predicted
Toyota Prius G LED Edition 1.8 2015,2015,113000.0,1800.0,Automatic,Hybrid,4800000.0,9.6,"-2015 model -2018 import -sindh registered -mileage 113,000km -battery 100% -abs 100% -neat & clean car -familyused",silver_predicted
Toyota Vitz F 1.0 2010,2010,145000.0,1000.0,Automatic,Petrol,2550000.0,9.4,"toyota vitz 1000cc 3, 4 pieces touching no major accident fuel average 13, 14 city and 16+ on long 10 model 13 import 14 registration punjab ! demand 25/50",silver_predicted
Toyota Vitz F 1.3 2006,2006,245000.0,1300.0,Automatic,Petrol,2490000.0,9.5,2006/10 1300cc just drive no work govt officer new tyre rim,silver_predicted
Toyota Raize Z 2020,2020,43000.0,1000.0,Automatic,Petrol,6350000.0,9.0,"toyota raize — z package (top of the line dual tone 360 camera model 2020 registered 2025 total mileage 43,000 km only 3,000 km driven in pakistan auction report available 100% original condition features (top of the line): dual tone exterior 1.0l turbocharged engine smart entry + push start 360° surround view camera bsm — blind spot monitoring adaptive cruise control lane keep assist pre-collision safety system digital climate control led headlamps with drls multi-functional steering controls digital speedometer cluster factory alloy rims traction control + stability control hill start assist condition: 100% original paint fresh and clean interior smooth and powerful turbo drive all sensors and safety systems working 100% mechanically perfect — buy and drive",silver_predicted
Toyota Vitz F 1.0 2007,2007,180000.0,1000.0,Automatic,Petrol,1920000.0,9.1,"toyota vitz 2007 islamabad registered (old smart card status duplicate) roof n piller genuine but consider outer spray, seal to seal, non accidented guranteed, neat and clean car without any scratches rust free. sports rims and brand new tyres android lcd panel with 4 speakers installed. original engine and suspension 100% recently all work done. new seats poshing with new seat covers. duplicate smart card, life time tokens are paid. exchange with mira, swift passo, wagon r possible",silver_predicted
Toyota Corolla XLi VVTi 2015,2015,180000.0,1300.0,Manual,Petrol,3150000.0,9.1,"sorry to dealers and investers. toyota corolla xli vvti 2015 converted to altis 2025 sporty look car. outer roof pillers digi and half bonnet, 2 doors genuine other spray without policate (poteen) due to scratch. rest completely genuine, no any minor or major accident. car is neat and clean mechanical engine suspension gear engine 100% recently all lubricants changed no need to spend a single peny. new tyres installed recently. mutimedia steering of grande installed. new poshish and new seat covers. chill ac and heater is working. original return file and original smart card own name. fuel average is 15 in city and 17 on motorway. android screen with original speakers. price is reasonable as per condition. please dont offer foolish offers. exchange might not possible TAG_GOOD",silver_predicted
Toyota Mark X 300G Premium 2005,2005,120000.0,3000.0,Automatic,Petrol,4995000.0,9.2,2005 model registered 2023 islamabad custom auction clear and islamabad registered 3000g premium without sunroof chat genuine baki shower seel to seel mechanically 100 % beige interior electric seats with leather seats tyre 80% oil recently change everything is ok shower for fresh look.. don’t waste time plzz TAG_FAIR,silver_predicted
Toyota Corolla SE Saloon Automatic 2004,2004,170000.0,1600.0,Automatic,Petrol,1850000.0,9.5,"corolla se saloon 2004 1.6cc 170,000 milage. fully showered inner original engine changed andriod panel and white expensive headlights. demand 1850 TAG_FAIR",silver_predicted
Toyota Fortuner 2.7 G 2021,2021,52000.0,2700.0,Automatic,Petrol,11800000.0,9.1,toyota fortuner g petrol model 2021 reg 2021 1st owner company maintained complete original inside and outside fuel average 10-12/ litre spare remote available,silver_predicted
Toyota Prado TZ 4.0 2008,2008,142646.0,4000.0,Automatic,Petrol,9500000.0,9.4,toyota prado txl uplift in 2018 2008 model 2013 import & registration karachi reg 4.0 petrol sunroof seven seater climate control 4x4,silver_predicted
Toyota Sienta X 2017,2017,55.0,1500.0,Automatic,Hybrid,5200000.0,9.4,toyota g led pak all tex and token payed 2017 model 2021 import,silver_predicted
Toyota Vitz F 1.0 2005,2005,200000.0,1000.0,Automatic,Petrol,1650000.0,8.7,"crane me halki se awaaz he baqi sab ap tasveer me dekh sakty hain accidental nahi he lightweight allow rims . original return file is available . petrol driven, cng never installed . non accidental. price is flexible. looking to sell the car urgently.",silver_predicted
Toyota Prius S Touring Selection GS 1.8 2012,2012,150000.0,1800.0,Automatic,Hybrid,4350000.0,9.2,2012 model 2015 import 2015 ka number battery and abs brand new tyres 2-3 pieces paint TAG_GOOD,silver_predicted
Toyota Aqua S LED Soft Leather Selection 2014,2014,146000.0,1500.0,Automatic,Hybrid,3900000.0,9.2,alloy rims bumper to bumper genuine no work required fog lamps,silver_predicted
Toyota Corolla 2006,2006,60000.0,1500.0,Automatic,Petrol,2800000.0,9.3,lightweight allow rims . totally driven on petrol. price is slightly negotiable. all taxes paid. looking to sell the car urgently.,silver_predicted
Toyota Raize Z 2020,2020,17000.0,1000.0,Automatic,Petrol,6380000.0,8.9,toyota raize 2020 fresh clear nov 2025 pearl white low mileage 4.5 grade 360 camera blind spot monitor b2b genuine auction sheet available only serious buyer contact also available on whatsapp,silver_predicted
Toyota Raize Z 2020,2020,27000.0,1000.0,Automatic,Petrol,6400000.0,9.5,toyota raiz z package model 2020 import fresh 2025 4.5 grade 360 camera body kits black top unregistered only serious buyers,silver_predicted
Toyota Prado TX 4.0 2008,2008,141000.0,4000.0,Automatic,Petrol,9350000.0,9.5,2013 import 2nd owner low mileage original condition will maintain car no work all uptodate token tax paid just buy and drive location islamabad i 10 price negotiable contact 11 am to 6 pm,silver_predicted
Toyota Corolla 2006,2006,150000.0,1300.0,Automatic,Petrol,3000000.0,9.5,corolla x 1300cc model 2006 register 2012 mint condition 2-3 piece touch new rim tire only quetta price slightly negotiable TAG_GOOD,silver_predicted
Toyota Prado TX L Package 2.7 2020,2020,65000.0,2700.0,Automatic,Petrol,26200000.0,8.7,"fresh import total japan driven inspection 9.6/10 tx-l 7 seater black edition model year: 2020 import: 2025 grade: 4.5 color: black *sunroof, rear entertainment, black edition, leather seats,orignal navigation ,lane assist,adaptive cruise control,pre collision warning,total genuine* complete auction sheet available. lightweight allow rims . auction sheet avaialble. inside out fully original. recently imported. TAG_EXCELLENT",silver_predicted
Toyota B B 2006,2006,120000.0,1000.0,Automatic,Petrol,1825000.0,9.6,toyota bb 2006 model import registerd 2012 non accident neat and clean serious buyers call,silver_predicted
Toyota Rush G A/T 2019,2019,65000.0,1500.0,Automatic,Petrol,5700000.0,9.1,toyota rush g 1.5 – for sale • engine: 1500cc – powerful & reliable • seating capacity: 7 seater – spacious & comfortable • condition: full original b2b (body to body) • suspension: 100% perfect • tyres: brand new with low-weight alloys • use: best choice for family and long drives • documents: all papers clear & complete,silver_predicted
Toyota 86 GR 1986,1986,100000.0,1300.0,Automatic,CNG,400000.0,9.4,all documents clear automatic car,silver_predicted
Toyota Hilux Revo V Automatic 2.8 2022,2022,21000.0,2800.0,Automatic,Diesel,13500000.0,9.6,just like a new car ppf done family used 2022 model islamabad registered 2023 total geniun every thing in geniun condition only cash serious buyers contact,silver_predicted
Toyota Sienta G 2018,2018,92000.0,1500.0,Automatic,Hybrid,5150000.0,9.5,"bumper to bumper original . very neat and clean car. extra ordinary condition . zero maintenance needed . very carefully driven . battery in perfect running condition , not been repaired or replaced . ppf coating done.genuinely fitted body kit and 16 inches alloy rims from japan. g variant with dual auto door. 7 seater. model 2018 , import year 2023 , registered in 2024. first owner . transfer must .",silver_predicted
Toyota Prado TX 3.0D 1996,1996,150000.0,3000.0,Automatic,Diesel,3979999.9999999995,8.7,toyota prado txl 1kzd 1996 7 seaater sunroof total geniune 2 pieces minor shower engine gearsuspension tyres smooth drive excellent fuel average android pannel installed all original documents available biometric on the spot only serious buyers call me TAG_GOOD,silver_predicted
Toyota Corolla Altis X Automatic 1.6 2022,2022,35000.0,1600.0,Automatic,Petrol,5780000.0,9.5,b2b 2 keys no touching 100% drive like new also seen in haripur TAG_EXCELLENT,silver_predicted
Toyota Vitz F 1.0 2018,2018,109800.0,996.0,Automatic,Petrol,3800000.0,8.8,"well-maintained family car. overall excellent condition. body has minor touchups; the rest is genuine. non-accidental frame. installed recently. tyres are fresh (manufacturing: 24th week of 2024), so no need to replace them anytime soon. 4.5 grade auction sheet excellent fuel average within the city. chilled ac, power windows, retractable mirrors. complete original file and smart card available. token tax paid up to date. biometric available on the spot. 2 keys available price is slightly negotiable for serious buyers on the spot. please no foolish offers. TAG_GOOD",silver_predicted
Toyota Corolla GLi 1.3 VVTi 2010,2010,150000.0,1300.0,Manual,Petrol,2400000.0,9.3,roof pillar trunk genuine rest body showered documents clear non accidental TAG_FAIR,silver_predicted
Toyota Prius G LED Edition 1.8 2015,2015,113000.0,1800.0,Automatic,Hybrid,4800000.0,9.6,"-2015 model -2018 import -sindh registered -mileage 113,000km -battery 100% -abs 100% -neat & clean car -familyused",silver_predicted
Toyota Vitz Hybrid U 1.5 2018,2018,100000.0,1500.0,Automatic,Hybrid,2100000.0,9.8,inside out fully original. urgently need to sellthe car.,silver_predicted
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2024,2024,18000.0,1800.0,Automatic,Petrol,7700000.0,9.6,total orignal,silver_predicted
Toyota Yaris Sedan ATIV X CVT 1.5 2020,2020,85000.0,1500.0,Automatic,Petrol,4400000.0,8.9,price is slightly negotiable. original book of this car is also available. all service history log maintained. fitted with new tires. token tax is up to date. need to sell the car urgently. minor accidental cars. sealed and powerful engine. in showroom condition. after market alloy rims TAG_EXCELLENT,silver_predicted
Toyota Surf SSR-X 3.0D 1996,1996,250000.0,3000.0,Manual,Diesel,3250000.0,9.5,toyota surf ssr-x 3.0 diesel model 1996 registered 1998 sindh registered manual transmission offload suspension snorkel lights offroad second owner own name 3-4 pcs touchup full option 4*4 sunroof dvd player port clear all document clear tax paid just buy and drive transfer must the car will not be delivered without the transfer,silver_predicted
Toyota Aqua S 2015,2015,82000.0,1500.0,Automatic,Hybrid,3290000.0,9.5,toyota aqua hybrid push start fully loaded 2015 reg import 2018 blue metallic colour first owner battery health 80 percent abs in perfect condition gives 21 22 km per liter average timely maintained alloyrims new tyres very well kept buyers who looking for trouble free car comtact no time wasters price is final call after 2pm no msgz,silver_predicted
Toyota Corolla Altis Automatic 1.6 2015,2015,142000.0,1600.0,Automatic,Petrol,3890000.0,9.2,assalamualaikum 2015 toyota corolla altis available chat pillar diggi 1 or 2 doors and fenders is genuine 2nd owner car original return file is available . totally driven on petrol bio matric on the spot as good as a brand new car. new tires installed recently . never got into accident. engine is good condition . all taxes paid. looking to sell the car urgently. original book is available.,silver_predicted
Toyota Yaris Sedan ATIV CVT 1.3 2021,2021,48000.0,1300.0,Automatic,Petrol,4250000.0,9.1,"toyota yaris 2021 model sounds like a sweet ride ! - *model*: yaris ativ cvt 1.3 - *condition*: extremely good, exterior and interior - *mileage*: 48,000 km- *usage*: one hand used - *spare wheel*: unused show room cindition toyta maintained car inside out fully original. driven on petrol throughout. alloy rims. fully maintained through authorized dealership. in showroom condition. everything is in genuine condition. complete service details available. all token taxes are paid to date. price is slightly negotiable. call/sms only during office hours please.",silver_predicted
Toyota Probox 2006,2006,72000.0,1300.0,Automatic,Petrol,2400000.0,8.9,72000km driven guniuen body paint except one back door repaint in japan and few touchup new tyre alloy rim engine in pristen condition petrol driven cng never installed centr locking system reverse camera no mecenical work required ac/ heater working conditions lightweight allow rims . all original documents are complete . call/sms only during office hours please.. minor touchups . never got into accident. sealed and powerful engine . TAG_EXCELLENT,silver_predicted
Toyota Fortuner 2.8 Sigma 4 2021,2021,19000.0,2800.0,Automatic,Diesel,16200000.000000002,9.6,total orignal as like new,silver_predicted
Toyota Vitz F 1.0 2007,2007,180000.0,1000.0,Automatic,Petrol,1920000.0,9.1,"toyota vitz 2007 islamabad registered (old smart card status duplicate) roof n piller genuine but consider outer spray, seal to seal, non accidented guranteed, neat and clean car without any scratches rust free. sports rims and brand new tyres android lcd panel with 4 speakers installed. original engine and suspension 100% recently all work done. new seats poshing with new seat covers. duplicate smart card, life time tokens are paid. exchange with mira, swift passo, wagon r possible",silver_predicted
Toyota Corolla XLi VVTi 2015,2015,180000.0,1300.0,Manual,Petrol,3150000.0,9.1,"sorry to dealers and investers. toyota corolla xli vvti 2015 converted to altis 2025 sporty look car. outer roof pillers digi and half bonnet, 2 doors genuine other spray without policate (poteen) due to scratch. rest completely genuine, no any minor or major accident. car is neat and clean mechanical engine suspension gear engine 100% recently all lubricants changed no need to spend a single peny. new tyres installed recently. mutimedia steering of grande installed. new poshish and new seat covers. chill ac and heater is working. original return file and original smart card own name. fuel average is 15 in city and 17 on motorway. android screen with original speakers. price is reasonable as per condition. please dont offer foolish offers. exchange might not possible TAG_GOOD",silver_predicted
Toyota Passo Moda G 2022,2022,40000.0,1000.0,Automatic,Petrol,4400000.0,9.1,"fresh import passo moda g 2022, top off the line variant available for sale, only 40k mileage, japan mileage is 37455k. two tone color army green and black everything is in perfect condition, original color, original mileage, auto collision braking, lane assist, climate control ac, eco idle , auto led headlights ,led fog lights, retractable side mirrors, reverse camera, parking sensors, original toyota alloy rims, spare type (never used). car can be seen in f-8/3 islamabad. only serious buyer may contact. price is slightly negotiable on visit. (japan pics available)",silver_predicted
Toyota Land Cruiser VX 4.2D 1995,1995,200000.0,4200.0,Automatic,Diesel,4500000.0,9.1,"everything is in genuine condition. alloy rims.ac heater and gear functions working, new tyres",silver_predicted
Toyota Corolla SE Saloon Automatic 2004,2004,170000.0,1600.0,Automatic,Petrol,1850000.0,9.5,"corolla se saloon 2004 1.6cc 170,000 milage. fully showered inner original engine changed andriod panel and white expensive headlights. demand 1850 TAG_FAIR",silver_predicted
Toyota Passo X 2008,2008,120000.0,1000.0,Automatic,Petrol,2200000.0,9.4,toyota passo 2008 registered 2013 total genuine islamabad numbers 1st owner neat and clean TAG_EXCELLENT,silver_predicted
Toyota Raize Z 2020,2020,96000.0,1000.0,Automatic,Petrol,5600000.0,8.8,"toyota raize z package, 2020 model , fresh import september, lahore registered, first owner, bumper to bumper genuine, scratch-less body, auction sheet available (3.0 grade), top of line varient, very good fuel average (pictures attached for reference). life time token paid. just buy and drive.features are as bellow 360° camera push start alloy wheels front fog light , rear fog indicator drls abs 8 air bags traction control, lane assistant parking sensors, rear camera adaptive cruise control keyless entry ( finger touch unlock system) retractable mirrors heated seats rear seats usb charging points stylish cup holders night view mirror front speakers rear speakers",silver_predicted
Toyota Fortuner 2.7 G 2021,2021,52000.0,2700.0,Automatic,Petrol,11800000.0,9.1,toyota fortuner g petrol model 2021 reg 2021 1st owner company maintained complete original inside and outside fuel average 10-12/ litre spare remote available,silver_predicted
Toyota Corolla GLi 1.3 VVTi 2017,2017,10000.0,1300.0,Manual,Petrol,4100000.0,8.9,lightweight allow rims . lightweight allow rims . everything is in genuine condition . original return file is available . complete service details available. totally driven on petrol. new tires installed recently . non accidental. will be sold to nearest offer. token tax is up to date. need to sell the car urgently.,silver_predicted
Toyota Corolla GLi Automatic Limited Edition 1.6 VVTi 2012,2012,147000.0,1600.0,Automatic,Petrol,2875000.0,9.5,toyota corolla 2012 gli 1.6 automatic special edition own powerful engine trunk original rest bake paint expensive alloys rims hids & leds lights neat clean scratch less condition suspension ok ac ok no work required no follish offer,silver_predicted
Toyota Sienta X 2017,2017,55.0,1500.0,Automatic,Hybrid,5200000.0,9.4,toyota g led pak all tex and token payed 2017 model 2021 import,silver_predicted
Toyota Crown Athlete 2008,2008,100000.0,3500.0,Automatic,Petrol,11500000.0,9.4,2008 model 2011 import islamabad registered first owner total genuine 3500cc hybrid full house pearl black color black room sunroof suction door & suction trunk back reclining & heating seats front heating & cooling seats telescopic steering memory seats cruise control radar braking system parking sensors back auto curtain privacy curtains leather electric seats roof ambient lighting & many more TAG_EXCELLENT,silver_predicted
Toyota Prius S Touring Selection GS 1.8 2012,2012,150000.0,1800.0,Automatic,Hybrid,4350000.0,9.2,2012 model 2015 import 2015 ka number battery and abs brand new tyres 2-3 pieces paint TAG_GOOD,silver_predicted
Toyota Fortuner 2.8 Sigma 4 2022,2022,11000.0,2800.0,Automatic,Diesel,17200000.0,9.6,total orignal . as like new parking sensor,silver_predicted
Toyota Raize Z 2020,2020,43000.0,1000.0,Automatic,Petrol,6375000.0,9.3,toyota raize z model 2020 recently imported nov 25 43k km driven pearl white top of the line variant auction grade-4.5 verifiable adaptive cruise control heated seats auto climate ac 360 camera traction control price slightly negotiable,silver_predicted
Toyota Corolla 2002,2002,250000.0,1600.0,Automatic,Petrol,1650000.0,8.9,indus corolla 2002 special edition. 1.6 alloy rims. new poshish average 10-12 local with ac average 13-16 long with ac chilled ac. power steering power windows retractable mirrors 3rd owner. comfortable seats. auto locking installed. all original documents are complete. petrol driven. exchange is possible with other car . non accidental. original book is available. price is flexible. all taxes paid. need to sell the car urgently. paint touchups in a few places.,silver_predicted
Toyota Corolla XLi VVTi 2013,2013,85000.0,1300.0,Manual,Petrol,3375000.0,9.5,totally original paint dentless or scratchless as like brand new 2nd owner tyres 85% mechanical 100% seen is believing cleanest car alhumdulillah price is little bit negotiable on the spot,silver_predicted
Toyota Corolla 2006,2006,60000.0,1500.0,Automatic,Petrol,2800000.0,9.3,lightweight allow rims . totally driven on petrol. price is slightly negotiable. all taxes paid. looking to sell the car urgently.,silver_predicted
Toyota Raize Z 2020,2020,17000.0,1000.0,Automatic,Petrol,6380000.0,8.9,toyota raize 2020 fresh clear nov 2025 pearl white low mileage 4.5 grade 360 camera blind spot monitor b2b genuine auction sheet available only serious buyer contact also available on whatsapp,silver_predicted
Toyota Corolla XLi VVTi 2017,2017,140000.0,1300.0,Manual,Petrol,3800000.0,9.4,the car is in good condition. 9/10 condition. left rear door was having a little dent so i got it fixed from toyota authorised dealership. so original paint. high power led fog lamps have been installed. second owner and family used car. just buy and drive. price is slightly negotiable. car is having total 4 great quality speakers yokohama blueearth tyres installed along with altis rims,silver_predicted
Toyota Corolla Altis 1.6 X CVT-i 2022,2022,26120.0,1600.0,Automatic,Petrol,6125000.0,9.5,home used car on my name low mileage car transfer must like a brand new millage guaranteed not meter reversd everything is in genuine condition . bumper to bumper original price almost final,silver_predicted
Toyota Corolla XLi 2006,2006,242000.0,1300.0,Manual,Petrol,2175000.0,9.4,outside shower for fresh look. inside seal pack. no work required.mechanical . brand new rims.new android tv and good sound system.return file biometric on spot. TAG_FAIR,silver_predicted
Toyota Prado TX 4.0 2008,2008,141000.0,4000.0,Automatic,Petrol,9350000.0,9.5,2013 import 2nd owner low mileage original condition will maintain car no work all uptodate token tax paid just buy and drive location islamabad i 10 price negotiable contact 11 am to 6 pm,silver_predicted
Toyota Aqua S 2013,2013,170000.0,1500.0,Automatic,Hybrid,3525000.0,9.0,"its toyota 1.5 petrol hybride s package. 2013 model 2017 register seal to seal genuine. 10 by 10 abs, engine and good in bateries. its a key start. inspection report available 7.8 rating outer 80 percent janven inner full janven. the original book file ( smart card) is available as well, and it's my own name. engine in excellent condition. non accidental car ac heatr good biometric on the spot available",silver_predicted
Toyota Hilux Revo V Automatic 2.8 2022,2022,21000.0,2800.0,Automatic,Diesel,13500000.0,9.6,just like a new car ppf done family used 2022 model islamabad registered 2023 total geniun every thing in geniun condition only cash serious buyers contact,silver_predicted
Toyota Prius EX 1.5 2008,2008,98000.0,1500.0,Automatic,Hybrid,2850000.0,9.5,toyota prius ex 1.5 • punjab registered • year of manufacture 2008 • year of import 2012 • only 98k driven • auto parking (very rare) • 3 parts are just sprayed rest all original • pearl white exterior with beige interior,silver_predicted
Toyota Yaris Sedan ATIV X MT 1.5 2023,2023,29000.0,1500.0,Manual,Petrol,5200000.0,9.0,after market alloy rims. 100% maintained by dealership. all original documents are complete . driven on petrol throughout . never got into accident. need to sell the car urgently. original book is available as well. never got into accident. exchange option can be considered.,silver_predicted
Toyota Corolla Altis SR Cruisetronic 1.8 2010,2010,140000.0,1800.0,Automatic,Petrol,2900000.0,8.6,toyota corolla altis sr 1.8 full shawer sunroof and all documents available alloy rims.,silver_predicted
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2024,2024,18000.0,1800.0,Automatic,Petrol,7700000.0,9.6,total orignal,silver_predicted
Toyota Corolla Altis SR Cruisetronic 1.8 2009,2009,98000.0,1800.0,Automatic,Petrol,3450000.0,9.6,bumper to bumper genuine awaz ha boi on spot,silver_predicted
